cycle,branch,type,matchup,forecastdate,state,startdate,enddate,pollster,grade,samplesize,population,poll_wt,rawpoll_clinton,rawpoll_trump,rawpoll_johnson,rawpoll_mcmullin,adjpoll_clinton,adjpoll_trump,adjpoll_johnson,adjpoll_mcmullin,multiversions,url,poll_id,question_id,createddate,timestamp
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"Minnesota",8/12/2016,8/25/2016,"Ipsos","A-",523,"lv",.0004934,43.51,34.62,,,42.36181,36.52656,,,"","http://www.reuters.com/statesofthenation",45017,69070,8/26/16,"22:54:42  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",8/15/2016,8/15/2016,"Gravis Marketing","B-",1143,"rv",.0004907,46,42,8,,47.79352,46.27078,4.351609,,"","http://projects.fivethirtyeight.com/polls/20160817_US_1.pdf",44898,68873,8/19/16,"22:54:42  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",8/23/2016,8/24/2016,"Rasmussen Reports/Pulse Opinion Research","C+",1000,"lv",.0004874,42,38,9,,44.25864,42.73212,4.880677,,"","http://www.rasmussenreports.com/public_content/politics/elections/election_2016/white_house_watch",44985,69019,8/25/16,"22:54:42  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",8/16/2016,8/20/2016,"Ipsos","A-",1091,"lv",.0004869,41.9,34.2,6.9,,43.39824,38.68409,3.253548,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",44925,68921,8/23/16,"22:54:42  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"Maryland",8/24/2016,8/30/2016,"Google Consumer Surveys","B",483,"lv",.0004863,45.83,24.29,6.87,,52.8725,34.00732,2.225228,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45509,70827,9/9/16,"22:54:42  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"Tennessee",8/12/2016,8/25/2016,"Ipsos","A-",371,"lv",.0004857,32.71,45.65,,,32.18675,47.94678,,,"","http://www.reuters.com/statesofthenation",45031,69084,8/26/16,"22:54:42  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",9/2/2016,9/8/2016,"CVOTER International","C+",1256,"lv",.0004838,46.06,48.23,,,44.37171,46.44949,,,"","http://www.upi.com/Top_News/US/2016/09/11/UPICVoter-poll-Donald-Trump-widens-lead-over-Hillary-Clinton-to-2-points/4831473579817/",45701,71297,9/11/16,"22:54:42  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"Georgia",8/19/2016,9/1/2016,"Ipsos","A-",525,"lv",.0004831,41.1,47.01,,,40.12893,48.09379,,,"","http://www.reuters.com/statesofthenation",45286,69667,9/4/16,"22:54:42  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",8/31/2016,9/6/2016,"Google Consumer Surveys","B",22673,"lv",.00048,34.83,33.61,8.85,,42.0396,43.18217,4.239766,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/YgS",45423,70730,9/7/16,"22:54:42  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"Louisiana",7/29/2016,8/18/2016,"Ipsos","A-",424,"lv",.0004786,38.11,48.16,,,37.43619,50.57719,,,"","http://www.reuters.com/statesofthenation",44955,68988,8/24/16,"22:54:42  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"Arkansas",7/29/2016,8/18/2016,"Ipsos","A-",290,"lv",.0004734,39.83,44.73,,,38.74393,47.04185,,,"","http://www.reuters.com/statesofthenation",44942,68975,8/24/16,"22:54:42  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"Georgia",8/31/2016,9/6/2016,"Google Consumer Surveys","B",573,"lv",.0004716,31.85,40.74,6.54,,38.81966,49.83102,1.929765,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45449,70767,9/9/16,"22:54:42  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"Florida",9/2/2016,9/8/2016,"Ipsos","A-",616,"lv",.0004684,46.88,47.17,,,47.13015,49.17109,,,"","http://www.reuters.com/statesofthenation/",45648,71217,9/10/16,"22:54:42  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"South Carolina",7/29/2016,8/18/2016,"Ipsos","A-",288,"lv",.0004664,41.09,50.04,,,40.38642,52.42287,,,"","http://www.reuters.com/statesofthenation",44975,69008,8/24/16,"22:54:42  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",9/14/2016,9/20/2016,"USC Dornsife/LA Times","",2629,"lv",.000466,42.18,46.34,,,44.05134,44.81368,,,"","http://latimes.com/politics/",45909,71739,9/21/16,"22:54:42  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"Oklahoma",8/17/2016,8/23/2016,"Google Consumer Surveys","B",245,"lv",.0004645,24.4,42.18,11.97,,31.23245,52.20907,7.351747,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45576,70961,9/9/16,"22:54:42  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",8/15/2016,8/19/2016,"Ipsos","A-",1104,"lv",.0004631,40,34.7,6.8,,41.45738,39.23263,3.158937,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",44926,68922,8/23/16,"22:54:42  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"Arizona",8/31/2016,9/6/2016,"Google Consumer Surveys","B",635,"lv",.0004623,34.87,34.6,9.84,,42.12645,44.26612,5.229765,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45443,70761,9/9/16,"22:54:42  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"Montana",8/17/2016,8/23/2016,"Google Consumer Surveys","B",118,"lv",.0004616,35.91,28.11,10.43,,42.94587,38.69041,5.811747,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45566,70951,9/9/16,"22:54:42  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"New York",9/7/2016,9/13/2016,"Google Consumer Surveys","B",923,"lv",.0004596,39.81,31.36,5.45,,46.95871,40.53684,1.114172,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45776,71460,9/14/16,"22:54:42  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"Missouri",8/31/2016,9/6/2016,"Google Consumer Surveys","B",637,"lv",.0004562,35.45,31.19,8.54,,42.59793,40.63849,3.929765,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45463,70781,9/9/16,"22:54:42  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"Kansas",7/29/2016,8/18/2016,"Ipsos","A-",333,"lv",.0004451,37.04,47.54,,,34.94792,49.08095,,,"","http://www.reuters.com/statesofthenation",44953,68986,8/24/16,"22:54:42  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",9/23/2016,9/25/2016,"The Times-Picayune/Lucid","",1407,"lv",.0004432,42,39,7,,43.74151,44.44416,2.200648,,"","https://luc.id/2016-presidential-tracker/",46226,72285,9/28/16,"22:54:42  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"California",9/7/2016,9/13/2016,"Google Consumer Surveys","B",1544,"lv",.0004429,43.37,26.36,8.99,,50.52208,35.54316,4.654171,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45746,71430,9/14/16,"22:54:42  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"Texas",8/12/2016,8/18/2016,"Ipsos","A-",915,"lv",.0004414,32.35,45.87,,,31.34299,48.00583,,,"","http://www.reuters.com/statesofthenation",44977,69010,8/24/16,"22:54:42  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"Nevada",8/17/2016,8/23/2016,"Google Consumer Surveys","B",242,"lv",.0004411,30.03,41.46,9.33,,36.94453,51.71153,4.711746,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45573,70958,9/9/16,"22:54:42  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",8/14/2016,8/18/2016,"Ipsos","A-",1118,"lv",.0004409,40.6,33.6,7.2,,42.01122,38.1832,3.577633,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",44895,68840,8/19/16,"22:54:42  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"Pennsylvania",7/5/2016,7/10/2016,"Marist College","A",829,"rv",.0004408,43,35,8,,45.39735,41.78418,2.295712,,"","http://www.nbcnews.com/politics/first-read/polls-clinton-ahead-or-even-midwest-battlegrounds-n608651",44574,67923,7/13/16,"22:54:42  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"New York",8/12/2016,8/18/2016,"Ipsos","A-",1006,"lv",.0004405,51.99,29.64,,,51.63813,32.57596,,,"","http://www.reuters.com/statesofthenation",44969,69002,8/24/16,"22:54:42  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"Oregon",8/24/2016,8/30/2016,"Google Consumer Surveys","B",404,"lv",.000436,42.39,27.93,10.15,,49.65432,38.14729,5.505229,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45527,70912,9/9/16,"22:54:42  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",6/5/2016,6/8/2016,"Fox News/Anderson Robbins Research/Shaw & Company Research","A",1004,"rv",.0004332,39,36,12,,43.52784,42.45026,7.239709,,"","http://www.foxnews.com/politics/interactive/2016/06/09/fox-news-poll-national-releas-6-16/",44207,66403,6/9/16,"22:54:42  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",8/31/2016,9/6/2016,"CVOTER International","C+",1262,"lv",.0004326,46.84,47.19,,,45.13774,45.49723,,,"","http://www.upi.com/Top_News/US/2016/09/08/UPICVoter-poll-Donald-Trump-pushes-ahead-of-Hillary-Clinton/8281473343152/",45428,70735,9/8/16,"22:54:42  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"Iowa",7/29/2016,8/18/2016,"Ipsos","A-",369,"lv",.0004317,41.22,41.45,,,39.91634,43.86959,,,"","http://www.reuters.com/statesofthenation",44952,68985,8/24/16,"22:54:42  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",5/24/2016,5/30/2016,"Quinnipiac University","A-",1561,"rv",.0004307,40,38,5,,43.81136,43.28765,.218519,,"","https://www.qu.edu/images/polling/us/us06012016_Ugb28vf.pdf",44167,66091,6/1/16,"22:54:42  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"Massachusetts",8/24/2016,8/30/2016,"Google Consumer Surveys","B",485,"lv",.0004265,48.64,23.46,7.08,,56.16612,34.26741,2.435228,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45508,70826,9/9/16,"22:54:42  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"Tennessee",8/24/2016,8/30/2016,"Google Consumer Surveys","B",498,"lv",.0004243,27.05,44.62,7.13,,34.11108,54.3792,2.485229,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45532,70917,9/9/16,"22:54:42  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"Pennsylvania",4/4/2016,4/7/2016,"Fox News/Anderson Robbins Research/Shaw & Company Research","A",1607,"lv",.000421,44,44,,,42.77937,46.25384,,,"","http://www.foxnews.com/politics/interactive/2016/04/10/fox-news-poll-2016-pennsylvania-primary/",36712,62686,4/24/16,"22:54:42  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"New Jersey",8/31/2016,9/6/2016,"Google Consumer Surveys","B",742,"lv",.0004189,35.95,33.11,6.52,,43.22037,42.80402,1.909765,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45470,70788,9/9/16,"22:54:42  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",9/13/2016,9/19/2016,"USC Dornsife/LA Times","",2524,"lv",.0004138,41.73,47.09,,,43.60428,45.57193,,,"","http://latimes.com/politics/",45892,71673,9/20/16,"22:54:42  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"North Carolina",8/31/2016,9/6/2016,"Google Consumer Surveys","B",738,"lv",.0004135,30.2,39.03,8.48,,37.25501,48.29216,3.869765,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45466,70784,9/9/16,"22:54:42  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"Indiana",8/12/2016,8/25/2016,"Ipsos","A-",283,"lv",.0004131,34.06,55.4,,,32.24066,56.36055,,,"","http://www.reuters.com/statesofthenation",45008,69061,8/26/16,"22:54:42  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"Missouri",8/5/2016,8/18/2016,"Ipsos","A-",365,"lv",.0004128,46.15,41.13,,,44.98629,43.2778,,,"","http://www.reuters.com/statesofthenation",44962,68995,8/24/16,"22:54:42  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"Louisiana",8/17/2016,8/23/2016,"Google Consumer Surveys","B",286,"lv",.0004128,21.03,51.78,3.31,,27.74369,61.48718,-1.308254,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45558,70943,9/9/16,"22:54:42  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",5/31/2016,6/5/2016,"IBD/TIPP","A-",828,"rv",.0004105,45,40,,,47.90486,43.92299,,,"","http://www.investors.com/wp-content/uploads/2016/06/ibdtipp-Tables_June2016_Posting-1.pdf",44195,66175,6/6/16,"22:54:42  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",8/13/2016,8/17/2016,"Ipsos","A-",1105,"lv",.0004097,39.5,35.4,7.1,,40.87083,40.01731,3.500058,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",44896,68841,8/19/16,"22:54:42  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"Maryland",8/5/2016,8/25/2016,"Ipsos","A-",525,"lv",.000409,53.02,30.47,,,52.28884,32.85407,,,"","http://www.reuters.com/statesofthenation",45014,69067,8/26/16,"22:54:42  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"Pennsylvania",6/27/2016,6/28/2016,"Gravis Marketing","B-",1958,"rv",.0004073,49.5,48,,,50.15467,50.03939,,,"*","http://www.oann.com/pollpenn/",44488,67662,7/1/16,"22:54:42  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"Indiana",8/31/2016,9/6/2016,"Google Consumer Surveys","B",715,"lv",.0004072,29.21,35.57,9.81,,36.33326,44.96903,5.199766,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45454,70772,9/9/16,"22:54:42  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"Michigan",8/26/2016,9/8/2016,"Ipsos","A-",613,"lv",.0004053,42.74,41.32,,,41.68607,42.20221,,,"","http://www.reuters.com/statesofthenation/",45660,71229,9/10/16,"22:54:42  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"Oregon",8/5/2016,8/25/2016,"Ipsos","A-",459,"lv",.0004024,44.92,36.58,,,44.03762,39.1981,,,"","http://www.reuters.com/statesofthenation",45028,69081,8/26/16,"22:54:42  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"Oregon",5/10/2016,5/13/2016,"Clout Research/Wenzel Strategies","C-",657,"lv",.0004002,42,44,,,41.57623,44.58244,,,"","http://cloutpolitical.com/wp-content/uploads/sites/31/2016/05/OR-Statewide-Poll-Memorandum-5-18-2016.pdf",44162,66084,5/31/16,"22:54:42  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",6/17/2016,6/20/2016,"American Research Group","C+",987,"rv",.0003985,50,41,,,50.65652,43.67697,,,"","http://americanresearchgroup.com/pres2016/na16-2.html",44376,67286,6/21/16,"22:54:42  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"New York",4/15/2016,4/17/2016,"Emerson College","B",1047,"lv",.0003939,55,36,,,53.15166,36.83257,,,"","http://media.wix.com/ugd/3bebb2_9be49212aa1f45efb06ed31243e26ad1.pdf",42180,60258,4/20/16,"22:54:42  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"Wisconsin",8/31/2016,9/6/2016,"Google Consumer Surveys","B",784,"lv",.0003936,40.83,29.07,8.31,,48.1219,38.80719,3.699765,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45487,70805,9/9/16,"22:54:42  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",8/12/2016,8/16/2016,"Ipsos","A-",1129,"lv",.0003936,40,35.2,7.8,,41.33107,39.83804,4.230202,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",44897,68842,8/19/16,"22:54:42  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"California",8/26/2016,9/1/2016,"Ipsos","A-",534,"lv",.0003911,62.67,24.2,,,62.29838,25.98406,,,"","http://www.reuters.com/statesofthenation",45282,69663,9/4/16,"22:54:42  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"Kansas",8/24/2016,8/30/2016,"Google Consumer Surveys","B",217,"lv",.0003894,43.82,26.61,10.51,,51.00908,36.65771,5.865229,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45505,70823,9/9/16,"22:54:42  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",8/30/2016,9/5/2016,"CVOTER International","C+",1220,"lv",.0003891,48.1,46.09,,,46.38805,44.43202,,,"","http://www.upi.com/Top_News/US/2016/09/07/UPICVoter-poll-Hillary-Clinton-has-2-point-lead-over-Donald-Trump/6771473265320/",45422,70721,9/7/16,"22:54:42  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"Massachusetts",8/12/2016,8/25/2016,"Ipsos","A-",399,"lv",.000389,46.28,32.51,,,45.28434,35.06392,,,"","http://www.reuters.com/statesofthenation",45015,69068,8/26/16,"22:54:42  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"Illinois",8/19/2016,8/25/2016,"Ipsos","A-",366,"lv",.0003869,52.63,26.24,,,52.13289,28.37766,,,"","http://www.reuters.com/statesofthenation",45007,69060,8/26/16,"22:54:42  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"Wisconsin",8/12/2016,8/25/2016,"Ipsos","A-",454,"lv",.0003802,36.15,39.27,,,35.44308,41.59598,,,"","http://www.reuters.com/statesofthenation",45037,69090,8/26/16,"22:54:42  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"Washington",8/12/2016,8/25/2016,"Ipsos","A-",349,"lv",.0003784,49.27,32.57,,,48.4964,34.97607,,,"","http://www.reuters.com/statesofthenation",45035,69088,8/26/16,"22:54:42  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"Idaho",8/10/2016,8/16/2016,"Google Consumer Surveys","B",166,"lv",.000375,24.07,40.41,15.11,,30.78585,51.14323,10.61065,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45603,70988,9/9/16,"22:54:42  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",9/12/2016,9/18/2016,"USC Dornsife/LA Times","",2465,"lv",.0003743,41.11,47.77,,,42.98887,46.27109,,,"","http://latimes.com/politics/",45883,71653,9/19/16,"22:54:42  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",8/18/2016,8/20/2016,"Morning Consult","",2001,"rv",.0003711,39,36,8,,43.34841,44.17677,1.749464,,"","https://morningconsult.com/2016/08/21/trumps-campaign-shakeup-likely-little-late/",44901,68876,8/21/16,"22:54:42  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",8/11/2016,8/15/2016,"Ipsos","A-",1131,"lv",.0003707,40.4,34.4,8.1,,41.69421,39.06399,4.556919,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",44865,68767,8/16/16,"22:54:42  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"New York",8/19/2016,8/25/2016,"Ipsos","A-",500,"lv",.0003703,53.3,31.38,,,53.175,33.95901,,,"","http://www.reuters.com/statesofthenation",45024,69077,8/26/16,"22:54:42  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",8/29/2016,9/4/2016,"CVOTER International","C+",1237,"lv",.0003675,48.55,46.5,,,46.83224,44.88302,,,"","http://www.upi.com/Top_News/US/2016/09/06/UPICVoter-poll-Hillary-Clinton-holds-lead-over-Donald-Trump/4001473162869/?spt=sec&or=tn",45342,70498,9/6/16,"22:54:42  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"New Mexico",8/17/2016,8/23/2016,"Google Consumer Surveys","B",201,"lv",.0003668,41.65,25.13,19.84,,48.62855,35.55506,15.22175,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45572,70957,9/9/16,"22:54:42  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"Alabama",7/29/2016,8/18/2016,"Ipsos","A-",380,"lv",.0003662,36.3,54.53,,,35.47588,56.71162,,,"","http://www.reuters.com/statesofthenation",44940,68973,8/24/16,"22:54:42  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",9/22/2016,9/24/2016,"The Times-Picayune/Lucid","",1251,"lv",.0003657,42,39,7,,43.86642,44.40071,2.161063,,"","https://luc.id/2016-presidential-tracker/",46225,72284,9/28/16,"22:54:42  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"Nebraska",8/17/2016,8/23/2016,"Google Consumer Surveys","B",174,"lv",.0003654,24.5,38.25,11.3,,31.45414,48.60889,6.681746,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45569,70954,9/9/16,"22:54:42  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"Texas",8/19/2016,8/25/2016,"Ipsos","A-",443,"lv",.0003642,32.13,45.36,,,31.33938,47.15239,,,"","http://www.reuters.com/statesofthenation",45032,69085,8/26/16,"22:54:42  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"Colorado",8/31/2016,9/6/2016,"Google Consumer Surveys","B",626,"lv",.000362,37.36,28.53,13.01,,44.69513,38.35389,8.399765,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45445,70763,9/9/16,"22:54:42  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"Maryland",3/30/2016,4/3/2016,"ABC News/Washington Post","A+",752,"rv",.000357,63,28,,,60.08093,31.00883,,,"","https://www.washingtonpost.com/local/md-politics/poll-clinton-trump-lead-in-maryland/2016/04/07/f21637c4-fb3b-11e5-9140-e61d062438bb_story.html",36701,65642,5/5/16,"22:54:42  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"California",5/31/2016,6/3/2016,"YouGov","B",1187,"lv",.0003565,48,33,,,47.98935,34.77605,,,"","https://today.yougov.com/news/2016/06/04/democratic-primary-clinton-faces-close-race-califo/",44193,66168,6/5/16,"22:54:42  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",7/15/2016,7/17/2016,"YouGov","B",1056,"rv",.0003532,40,37,5,,43.90857,42.73965,2.288486,,"","https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/6v3si1v679/econTabReport.pdf",44618,68029,7/18/16,"22:54:42  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",9/11/2016,9/17/2016,"USC Dornsife/LA Times","",2507,"lv",.0003529,40.98,47.7,,,42.85871,46.24967,,,"","http://latimes.com/politics/",45880,71645,9/18/16,"22:54:42  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"Connecticut",8/17/2016,8/23/2016,"Google Consumer Surveys","B",327,"lv",.0003521,43.88,26.51,8.72,,50.93638,37.14601,4.101747,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45547,70932,9/9/16,"22:54:42  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"Mississippi",8/10/2016,8/16/2016,"Google Consumer Surveys","B",268,"lv",.0003461,17.52,52.99,7.26,,23.92755,62.69154,2.760648,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45615,71000,9/9/16,"22:54:42  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"Tennessee",8/5/2016,8/18/2016,"Ipsos","A-",398,"lv",.0003438,35.51,42.91,,,34.77542,45.49059,,,"","http://www.reuters.com/statesofthenation",44976,69009,8/24/16,"22:54:42  4 Nov 2016"
